50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,XX
24 ,17 ,25 ,11 ,99 ,215 ,10 ,15 ,25 ,14 ,
25 ,20 ,22 ,29 ,19 ,14 ,10 ,36 ,78 ,11 ,
17 ,15 ,12 ,200 ,16 ,15 ,31 ,13 ,29 ,97 ,
150 ,125 ,180 ,11 ,400 ,400 ,68 ,100 ,27 ,13 ,
25 ,27 ,100 ,22 ,30 ,13 ,21 ,22 ,22 ,29 ,
20 ,100 ,60 ,21 ,28 ,27 ,22 ,17 ,23 ,22 ,
90 ,29 ,25 ,150 ,20 ,23 ,99 ,98 ,150 ,68 ,
40 ,20 ,98 ,38 ,400 ,150 ,34 ,137 ,27 ,17 ,
68 ,90 ,24 ,19 ,13 ,37 ,31 ,19 ,99 ,152 ,
80 ,60 ,21 ,450 ,228 ,18 ,98 ,77 ,28 ,37 ,
19 ,16 ,25 ,22 ,68 ,38 ,14 ,16 ,130 ,25 ,
14 ,200 ,105 ,35 ,18 ,200 ,22 ,35 ,178 ,369 ,
75 ,36 ,32 ,200 ,21 ,14 ,19 ,198 ,28 ,30 ,
15 ,15 ,25 ,27 ,29 ,16 ,178 ,28 ,11 ,25 ,
20 ,37 ,90 ,28 ,99 ,199 ,30 ,20 ,14 ,34 ,
20 ,25 ,300 ,98 ,26 ,335 ,17 ,99 ,16 ,31 
29 ,95 ,18 ,38 ,20 ,11 ,14 ,18 ,99 ,425 
200 ,28 ,35 ,13 ,14 ,20 ,79 ,38 ,18 ,38 
24 ,11 ,75 ,12 ,98 ,210 ,18 ,450 ,21 ,30 
40 ,300 ,400 ,24 ,32 ,330 ,20 ,22 ,98 ,21 
25 ,22 ,34 ,110 ,26 ,22 ,26 ,28 ,31 ,16 
150 ,23 ,37 ,128 ,200 ,98 ,200 ,600 ,15 ,17 
35 ,29 ,21 ,10 ,30 ,25 ,16 ,50 ,14 ,20 
12 ,95 ,35 ,33 ,15 ,12 ,12 ,32 ,32 ,88 
200 ,19 ,358 ,87 ,16 ,19 ,25 ,25 ,31 ,99 
28 ,200 ,95 ,10 ,95 ,99 ,178 ,31 ,29 ,15 
65 ,34 ,25 ,24 ,100 ,19 ,27 ,300 ,68 ,99 
15 ,35 ,13 ,36 ,18 ,133 ,27 ,31 ,200 ,20 
240 ,23 ,37 ,96 ,38 ,135 ,17 ,26 ,26 ,22 
11 ,16 ,99 ,36 ,24 ,145 ,98 ,15 ,20 ,98 
30 ,25 ,19 ,18 ,12 ,20 ,20 ,99 ,300 ,15 
17 ,240 ,23 ,87 ,200 ,15 ,16 ,45 ,45 ,78 
90 ,21 ,10 ,26 ,35 ,24 ,128 ,28 ,27 ,21 
27 ,19 ,125 ,199 ,14 ,200 ,23 ,98 ,98 ,338 
126 ,122 ,29 ,5 ,12 ,18 ,11 ,13 ,12 ,21 
22 ,16 ,20 ,13 ,300 ,28 ,79 ,30 ,18 ,18 
200 ,13 ,99 ,16 ,21 ,26 ,17 ,100 ,20 ,18 
11 ,31 ,19 ,200 ,26 ,99 ,999 ,32 ,400 ,30 
90 ,36 ,105 ,26 ,32 ,18 ,18 ,22 ,13 ,24 
150 ,25 ,15 ,231 ,200 ,228 ,33 ,10 ,40 ,27 
21 ,100 ,29 ,22 ,24 ,68 ,16 ,300 ,250 ,232 
100 ,70 ,80 ,99 ,17 ,320 ,21 ,34 ,20 ,13 
11 ,31 ,31 ,12 ,39 ,215 ,99 ,18 ,17 ,79 
126 ,128 ,8 ,31 ,150 ,34 ,21 ,400 ,300 ,26 
90 ,20 ,16 ,20 ,20 ,198 ,17 ,39 ,12 ,129 
22 ,28 ,95 ,77 ,11 ,29 ,150 ,99 ,150 ,20 
185 ,180 ,133 ,18 ,360 ,213 ,19 ,15 ,22 ,23 
18 ,36 ,32 ,34 ,18 ,14 ,12 ,27 ,20 ,110 ,
175 ,180 ,125 ,6 ,23 ,250 ,200 ,31 ,99 ,21 ,
21 ,23 ,21 ,20 ,30 ,26 ,20 ,13 ,16 ,15 ,
XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,
3308 ,3106 ,3460 ,3178 ,3784 ,5035 ,3380 ,4049 ,3466 ,3240 ,
2500 ,2500 ,2500 ,2500 ,2500 ,2500 ,2500 ,2500 ,2500 ,2500 ,
132%,124%,138%,127%,151%,201%,135%,162%,139%,130%,
