1±¶,1±¶,1±¶,1±¶,1±¶,1±¶,1±¶,1±¶,1±¶,1±¶,XX
0,1,2,2,0,0,0,1,1,0,
0,0,2,0,0,0,0,1,1,0,
1,2,0,0,0,0,2,2,1,0,
1,1,1,1,1,1,0,1,1,1,
1,1,1,0,1,0,2,0,1,1,
2,1,0,1,2,0,1,0,0,1,
1,1,1,2,2,2,1,2,0,2,
1,0,0,2,0,2,1,0,0,0,
1,1,2,0,0,2,0,1,0,0,
1,0,0,2,1,0,0,0,0,2,
0,1,0,0,1,2,2,1,0,2,
0,1,1,0,2,0,2,0,1,2,
1,0,1,2,0,0,0,0,1,0,
0,2,1,2,0,2,2,1,1,0,
0,0,1,1,0,0,0,1,1,0,
1,1,1,0,1,0,0,2,1,0
1,0,0,0,1,2,2,0,0,0
0,0,0,0,0,2,0,1,0,2
0,0,1,0,1,0,0,1,0,2
2,1,0,2,0,2,2,0,0,2
1,1,0,2,0,1,2,0,1,1
0,1,0,2,1,1,0,1,1,1
1,0,0,1,1,2,2,1,2,0
1,0,1,2,0,0,0,2,0,0
0,0,1,0,0,0,0,2,1,0
0,1,0,0,1,0,2,1,1,2
1,1,0,0,1,0,0,0,0,2
1,1,2,0,1,0,2,0,0,1
1,0,1,2,0,0,2,1,0,2
1,0,2,2,0,2,2,0,0,1
0,1,1,0,0,2,0,0,0,0
1,0,0,2,0,0,2,2,1,0
0,2,1,2,0,1,0,0,1,0
1,0,0,2,1,0,2,0,1,2
1,0,0,0,1,0,2,1,2,1
0,1,0,0,0,0,0,1,1,0
0,1,0,1,0,0,2,0,0,0
2,1,1,0,1,2,0,0,1,0
0,1,1,1,0,2,0,2,1,2
0,2,0,1,2,2,2,0,1,2
1,1,1,2,2,0,0,0,1,2
0,0,1,2,2,0,2,1,1,0
0,1,1,2,2,1,0,0,0,0
1,0,1,0,0,1,2,0,1,0
0,1,0,0,0,0,1,1,1,1
2,1,0,0,2,2,0,0,0,1
0,1,1,2,2,0,1,1,0,1
2,0,1,0,0,2,0,0,0,0
1,1,1,0,0,2,0,1,0,0
0,1,0,0,0,1,0,0,0,0
1,1,0,0,2,1,1,0,1,1
0,0,1,2,2,2,1,1,1,2
0,2,1,1,2,2,1,0,1,2
0,1,0,0,0,0,2,0,1,2
0,0,1,2,0,0,2,2,1,0
2,0,1,2,2,0,0,0,0,0
1,0,0,0,2,2,0,0,0,0
1,1,1,0,0,2,0,2,0,0
0,0,0,0,0,1,1,0,0,1
1,1,0,2,1,0,1,2,1,0
0,1,1,0,1,0,2,1,1,1
0,1,0,0,1,1,2,2,1,2
1,0,0,2,1,2,0,1,1,0
1,2,1,2,0,2,1,0,1,2
1,0,0,1,2,2,0,0,0,1
0,0,0,0,2,0,2,0,0,0
1,0,1,2,2,0,0,0,1,2
0,2,1,0,0,0,0,2,0,2
1,0,1,1,0,1,2,1,0,0
1,0,3,2,0,2,2,0,1,0
0,0,0,2,0,0,0,0,1,0
2,1,0,0,2,0,0,2,0,0
1,1,1,1,2,2,0,1,1,2
1,1,1,2,0,0,1,2,0,2
0,0,0,2,2,1,1,1,1,2
0,1,0,0,2,1,1,1,0,0
1,1,1,2,2,0,0,2,1,0
0,1,3,0,1,1,2,0,1,0
0,0,0,0,1,2,2,1,1,2
1,0,0,0,1,0,0,0,1,2
0,1,0,2,2,2,0,2,1,0
2,2,0,2,1,0,0,0,0,0
1,1,1,1,0,2,1,0,0,1
0,1,1,2,0,0,1,0,1,1
1,0,1,0,2,0,2,1,1,1
0,2,1,0,0,1,2,0,1,2
1,0,0,1,2,2,0,0,1,2
2,1,2,0,2,2,0,0,1,0
2,0,1,0,1,2,0,1,0,0
0,0,2,1,0,1,0,0,1,2
1,1,0,1,0,2,2,2,0,0
0,1,0,0,1,0,2,0,1,0
3,0,1,0,0,2,2,0,0,1
0,1,1,1,1,0,0,0,1,2
1,0,2,2,0,1,0,2,0,0
1,2,1,0,0,2,0,0,0,0
1,0,2,0,1,2,2,1,1,0
0,1,2,0,1,0,2,0,0,2
0,0,1,0,0,0,2,2,0,1
0,0,0,0,0,0,1,0,1,1
0,1,1,2,1,2,2,0,0,1
1,0,0,2,0,2,0,1,1,2
0,2,1,1,1,2,0,2,0,2
1,1,2,0,0,0,0,1,0,0
0,1,2,1,1,2,0,1,1,1
1,1,1,0,0,0,2,0,2,1
2,1,0,0,1,2,2,2,0,2
1,1,0,0,1,0,0,0,1,0
1,1,0,2,0,0,0,0,0,0
3,1,1,1,0,2,2,0,1,2
2,1,0,1,2,2,1,1,1,0
0,1,1,1,0,1,1,1,1,0
0,1,0,0,2,2,0,0,0,2
1,2,0,1,0,2,0,2,1,1
0,1,1,0,1,0,2,0,0,0
1,1,1,1,1,0,2,2,1,1
0,1,0,1,1,2,2,2,1,1
1,0,0,0,2,2,1,0,1,1
1,0,0,0,0,1,1,0,1,0
2,1,0,0,1,0,0,0,1,2
2,1,1,2,0,1,0,0,1,2
0,2,1,2,0,1,2,1,2,0
0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,1,1,1,1,1
0,1,1,2,1,2,1,0,0,1
0,1,1,0,0,0,2,1,1,0
0,2,2,0,1,0,2,2,1,1
0,0,0,1,1,1,0,1,0,1
1,1,1,1,1,1,0,2,0,0
2,2,1,1,2,0,1,1,1,1
0,0,1,0,2,0,0,1,0,0
1,1,1,0,2,2,0,0,0,1
0,1,1,2,0,0,2,1,0,1
1,1,1,1,0,0,1,0,0,0
0,1,0,0,2,2,1,0,0,0
0,0,0,2,0,2,1,1,1,0
0,2,1,0,2,2,0,0,0,2
1,1,0,0,0,0,0,1,1,2
1,0,1,1,0,0,0,1,1,1
0,0,0,0,1,1,1,0,0,2
0,0,0,1,0,0,1,0,0,0
0,0,2,2,0,1,0,0,1,1
0,1,1,1,2,0,0,0,1,0
1,0,2,0,2,0,2,0,0,2
0,1,0,0,1,2,0,2,1,2
2,2,0,0,1,2,2,1,1,2
1,1,1,1,1,0,0,1,1,2
1,1,1,1,0,1,2,0,1,0
1,0,1,1,2,2,1,1,1,0
1,2,0,1,0,2,2,1,2,0
0,1,0,1,0,0,2,0,0,2
0,1,2,0,2,0,0,0,0,2
1,1,1,0,0,0,0,2,1,1
0,1,0,0,0,2,0,0,0,0
1,1,0,0,2,0,0,0,1,0
0,1,2,0,0,2,0,1,0,2
0,0,1,0,0,2,1,1,0,1
0,1,0,2,2,0,1,0,0,1
0,3,1,2,0,1,1,0,0,0
1,0,1,2,0,0,0,0,0,0
0,1,1,0,0,2,1,1,1,0
1,0,0,0,0,2,1,1,2,0
1,1,1,1,2,0,0,1,1,2
3,1,0,0,0,0,0,0,0,2
0,1,0,1,0,2,1,1,0,0
0,1,0,0,0,2,1,0,0,1
0,1,2,0,0,0,0,0,0,2
1,1,0,1,0,0,0,0,0,2
0,2,2,0,2,2,1,1,0,0
0,0,1,2,1,0,2,2,0,0
2,1,0,0,0,0,1,0,0,0
2,1,2,2,1,0,0,1,1,0
0,1,0,1,1,0,0,0,1,2
0,0,1,2,0,0,1,0,1,1
1,1,0,2,2,0,0,0,1,2
1,3,1,0,2,2,1,2,2,0
0,0,1,1,2,2,1,0,0,0
2,1,1,0,1,2,0,2,1,0
0,1,0,0,2,2,0,1,1,2
0,1,0,0,1,0,0,2,0,0
0,0,2,2,1,0,1,1,0,2
0,2,0,2,0,1,0,0,1,2
0,0,0,0,0,4,1,0,1,0
2,2,2,0,2,1,1,0,0,1
0,3,2,0,0,0,1,1,0,0
1,2,2,2,0,1,0,2,1,1
1,1,2,2,1,0,0,1,0,2
2,0,0,0,1,1,0,1,0,2
0,0,2,0,1,1,2,1,0,2
1,0,0,0,1,0,1,0,0,2
2,2,2,2,2,1,2,0,0,0
0,0,0,0,0,0,2,1,1,0,
2,3,2,0,0,2,2,0,0,0,
0,0,0,0,2,0,1,0,1,1,
2,1,0,2,1,1,0,0,0,0,
0,0,1,2,2,0,2,0,1,2,
0,0,1,2,0,0,2,0,1,0,
1,2,1,0,0,2,1,1,0,0,
2,1,1,0,0,1,0,0,0,0,
0,1,0,0,0,1,0,1,0,0,
XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,
134,161,146,160,156,181,169,132,114,169,
200,200,200,200,200,200,200,200,200,200,
67%,81%,73%,80%,78%,91%,85%,66%,57%,85%,
