100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,XX
220,20,10,420,320,25,300,20,200,40,
210,50,20,220,250,30,200,30,25,30,
20,65,35,320,20,50,150,88,28,50,
50,300,25,10,40,10,180,42,36,20,
30,200,400,20,50,400,210,50,400,30,
330,20,300,30,30,500,30,500,300,200,
30,40,200,20,30,10,40,300,500,500,
10,50,10,20,20,20,20,30,300,200,
210,60,10,220,200,40,30,40,20,300,
20,20,20,180,230,160,20,60,30,20,
380,200,30,250,220,180,180,50,20,20,
20,180,300,200,32,200,180,300,400,50,
20,400,400,20,36,240,160,350,500,60,
50,20,320,20,25,30,20,30,200,20,
210,25,30,30,28,50,30,40,200,500,
20,30,40,10,500,280,20,50,20,600
20,50,20,180,10,140,30,20,26,10
200,10,10,380,30,240,10,200,28,20
300,400,10,210,60,50,18,300,500,30
20,500,200,20,40,20,180,20,400,500
10,10,300,50,20,200,160,40,200,10
310,20,400,40,300,200,256,26,20,20
10,40,200,40,200,180,230,43,48,500
200,300,10,400,20,30,300,54,300,600
20,20,10,300,20,40,140,24,200,400
10,300,20,150,120,50,60,300,200,20
320,200,300,20,180,60,150,200,60,20
30,20,300,30,150,240,60,268,400,500
20,200,500,10,200,180,80,46,400,600
300,200,400,200,50,20,20,242,100,1000
XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
3600,3950,4830,4020,3431,3875,3464,3763,6061,6870
3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
120%,132%,161%,134%,114%,129%,115%,125%,202%,229%
