50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,50±¶,XX
4,21,21,17,43,32,30,16,20,24,
21,14,7,12,40,37,41,16,18,16,
14,13,10,19,36,120,41,19,20,25,
3,128,8,29,45,11,17,9,23,21,
10,20,16,19,38,38,14,22,22,15,
200,10,21,18,27,36,33,14,18,18,
15,18,20,68,68,24,120,18,15,15,
21,17,13,89,25,14,27,8,17,26,
10,20,10,98,27,98,13,8,12,20,
18,25,20,119,95,14,29,16,19,21,
13,11,120,120,29,14,20,21,16,18,
20,97,142,20,41,38,25,24,16,18,
17,10,39,200,38,38,45,22,125,120,
21,15,420,14,39,35,22,150,234,128,
6,24,17,14,17,21,21,13,15,141,
214,20,14,20,10,36,22,15,21,23
123,99,9,20,25,12,44,12,28,19
9,25,18,9,42,29,123,17,10,20
20,21,6,10,21,48,22,12,8,11
14,22,18,20,78,32,36,19,8,16
9,200,9,14,32,69,13,16,11,19
12,11,16,20,11,17,16,19,8,23
12,15,21,15,101,23,31,15,300,19
19,11,14,15,44,11,31,130,11,78
121,133,14,18,10,18,43,111,24,144
120,13,16,18,19,23,24,125,23,130
10,18,8,15,25,99,36,99,16,21
23,16,13,15,37,11,145,15,14,29
22,125,14,24,12,21,23,16,8,29
17,17,9,15,24,19,24,211,14,16
8,95,3,300,37,200,36,120,17,20
23,14,19,21,17,43,16,120,17,34
120,22,8,21,12,38,38,16,20,19
13,98,9,15,45,22,32,16,18,18
24,6,16,15,42,24,137,14,15,25
11,15,8,20,165,36,14,23,45,26
19,69,8,20,42,33,24,23,108,17
14,7,15,6,34,120,32,19,128,17
30,43,144,12,30,36,25,13,100,6
213,28,19,18,28,30,34,77,12,8
133,23,2,18,45,35,24,139,25,129
20,26,4,10,32,31,36,115,17,212
14,38,12,11,27,23,38,30,10,132
20,19,94,17,32,18,28,10,26,9
13,12,8,128,6,44,37,19,18,8
9,33,15,141,23,98,139,14,18,7
24,11,8,116,35,38,28,17,17,12
10,15,8,13,39,19,28,20,24,7
13,19,21,8,101,29,38,11,132,2
12,15,14,14,39,34,140,13,133,1
XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1881,1797,1518,2028,1930,1989,2055,2037,1994,1932
2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
75%,72%,61%,81%,77%,80%,82%,81%,80%,77%
