100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,100±¶,XX
20,120,20,242,300,56,180,20,20,30,
10,230,30,10,342,45,170,18,40,310,
10,10,20,5,360,28,10,25,20,10,
200,20,40,25,20,68,24,18,10,20,
300,30,50,46,10,26,42,20,360,20,
30,10,300,60,10,48,12,350,210,36,
30,10,200,20,10,68,8,20,30,25,
10,350,50,300,240,20,26,12,10,260,
10,160,20,20,20,40,72,8,50,280,
20,10,20,5,6,400,18,6,10,40,
40,20,30,40,12,46,16,342,30,30,
20,45,310,20,8,48,40,350,310,20,
20,20,210,500,300,200,380,20,60,200,
50,10,20,20,20,20,12,43,30,20,
10,45,20,42,34,16,18,32,120,20,
20,30,36,52,40,18,25,12,20,30
320,30,25,86,34,24,24,8,18,20
200,10,260,28,8,68,30,6,12,10
300,50,80,24,6,48,300,16,16,180
20,210,40,210,48,240,20,421,300,190
10,230,30,180,40,20,46,200,28,20
10,310,20,28,6,64,28,320,26,8
10,60,200,36,24,48,18,10,48,6
30,30,20,20,320,26,16,25,56,5
20,52,20,10,20,28,242,27,200,240
10,20,30,40,12,24,40,6,20,200
20,40,20,30,18,46,42,20,42,20
30,10,200,25,24,28,28,20,20,12
20,30,20,5,16,10,280,30,15,18
300,40,10,5,36,8,12,28,120,16
XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
2100,2242,2351,2134,2344,1829,2179,2433,2251,2296
3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
70%,75%,78%,71%,78%,61%,73%,81%,75%,77%
